cust_id,buy,rfm_code,r_code,f_code,m_code
1150,0,224,2,2,4
1151,0,455,4,5,5
1152,0,152,1,5,2
1153,0,222,2,2,2
1154,0,433,4,3,3
1155,0,453,4,5,3
1156,0,412,4,1,2
1157,0,111,1,1,1
1158,0,212,2,1,2
1159,0,511,5,1,1
1160,0,154,1,5,4
1161,0,211,2,1,1
1162,0,123,1,2,3
1163,0,555,5,5,5
1164,0,554,5,5,4
1165,0,554,5,5,4
1166,0,555,5,5,5
1167,0,453,4,5,3
1168,0,132,1,3,2
1169,0,322,3,2,2
1170,0,454,4,5,4
1171,0,233,2,3,3
1172,0,525,5,2,5
1173,0,155,1,5,5
1174,0,111,1,1,1
1175,0,533,5,3,3
1176,0,524,5,2,4
1177,0,311,3,1,1
1178,0,453,4,5,3
1179,0,212,2,1,2
1180,0,433,4,3,3
1181,0,211,2,1,1
1182,0,534,5,3,4
1183,0,255,2,5,5
1184,0,454,4,5,4
1185,0,511,5,1,1
1186,0,522,5,2,2
1187,0,524,5,2,4
1188,0,454,4,5,4
1189,0,455,4,5,5
1190,0,224,2,2,4
1191,0,411,4,1,1
1192,0,555,5,5,5
1193,0,313,3,1,3
1194,0,112,1,1,2
1195,0,123,1,2,3
1196,0,523,5,2,3
1197,0,535,5,3,5
1198,0,221,2,2,1
1199,0,133,1,3,3
1200,0,522,5,2,2
1201,0,322,3,2,2
1202,0,554,5,5,4
1203,0,421,4,2,1
1204,0,554,5,5,4
1205,0,323,3,2,3
1206,0,521,5,2,1
1207,0,233,2,3,3
1208,0,155,1,5,5
1209,0,532,5,3,2
1210,0,552,5,5,2
1211,0,555,5,5,5
1212,0,452,4,5,2
1213,0,155,1,5,5
1214,0,533,5,3,3
1215,0,431,4,3,1
1216,0,211,2,1,1
1217,0,234,2,3,4
1218,0,111,1,1,1
1219,0,455,4,5,5
1220,0,153,1,5,3
1221,0,122,1,2,2
1222,0,421,4,2,1
1223,0,212,2,1,2
1224,0,253,2,5,3
1225,0,454,4,5,4
1226,0,411,4,1,1
1227,0,411,4,1,1
1228,0,111,1,1,1
1229,0,532,5,3,2
1230,0,424,4,2,4
1231,0,112,1,1,2
1232,0,323,3,2,3
1233,0,434,4,3,4
1234,0,523,5,2,3
1235,0,553,5,5,3
1236,0,453,4,5,3
1237,0,522,5,2,2
1238,0,422,4,2,2
1239,0,253,2,5,3
1240,0,355,3,5,5
1241,0,433,4,3,3
1242,0,254,2,5,4
1243,0,155,1,5,5
1244,0,414,4,1,4
1245,0,221,2,2,1
1246,0,111,1,1,1
1247,0,534,5,3,4
1248,0,222,2,2,2
1249,0,355,3,5,5
1250,0,155,1,5,5
1251,0,311,3,1,1
1252,0,223,2,2,3
1253,0,412,4,1,2
1254,0,553,5,5,3
1255,0,252,2,5,2
1256,0,255,2,5,5
1257,0,111,1,1,1
1258,0,521,5,2,1
1259,0,211,2,1,1
1260,0,211,2,1,1
1261,0,211,2,1,1
1262,0,521,5,2,1
1263,1,322,3,2,2
1264,0,434,4,3,4
1265,0,453,4,5,3
1266,0,334,3,3,4
1267,0,111,1,1,1
1268,0,554,5,5,4
1269,0,311,3,1,1
1270,0,455,4,5,5
1271,0,454,4,5,4
1272,0,111,1,1,1
1273,0,454,4,5,4
1274,0,455,4,5,5
1275,0,311,3,1,1
1276,0,555,5,5,5
1277,0,511,5,1,1
1278,1,555,5,5,5
1279,0,555,5,5,5
1280,0,455,4,5,5
1281,0,424,4,2,4
1282,0,223,2,2,3
1283,0,555,5,5,5
1284,0,355,3,5,5
1285,0,234,2,3,4
1286,0,311,3,1,1
1287,0,224,2,2,4
1288,0,223,2,2,3
1289,0,355,3,5,5
1290,0,155,1,5,5
1291,0,152,1,5,2
1292,0,535,5,3,5
1293,0,152,1,5,2
1294,1,135,1,3,5
1295,0,211,2,1,1
1296,0,221,2,2,1
1297,0,121,1,2,1
1298,0,411,4,1,1
1299,0,222,2,2,2
1300,0,334,3,3,4
1301,0,322,3,2,2
1302,0,224,2,2,4
1303,0,354,3,5,4
1304,0,211,2,1,1
1305,0,453,4,5,3
1306,0,111,1,1,1
1307,1,112,1,1,2
1308,0,323,3,2,3
1309,0,313,3,1,3
1310,0,422,4,2,2
1311,0,411,4,1,1
1312,0,111,1,1,1
1313,0,211,2,1,1
1314,0,123,1,2,3
1315,0,312,3,1,2
1316,0,523,5,2,3
1317,0,355,3,5,5
1318,0,122,1,2,2
1319,0,123,1,2,3
1320,0,111,1,1,1
1321,0,532,5,3,2
1322,0,221,2,2,1
1323,0,111,1,1,1
1324,0,412,4,1,2
1325,0,553,5,5,3
1326,0,231,2,3,1
1327,0,211,2,1,1
1328,0,211,2,1,1
1329,0,211,2,1,1
1330,0,422,4,2,2
1331,0,255,2,5,5
1332,0,121,1,2,1
1333,0,411,4,1,1
1334,0,555,5,5,5
1335,0,411,4,1,1
1336,0,454,4,5,4
1337,0,222,2,2,2
1338,0,212,2,1,2
1339,0,433,4,3,3
1340,0,353,3,5,3
1341,0,111,1,1,1
1342,0,112,1,1,2
1343,0,223,2,2,3
1344,0,111,1,1,1
1345,0,311,3,1,1
1346,0,221,2,2,1
1347,0,322,3,2,2
1348,0,524,5,2,4
1349,0,111,1,1,1
1350,0,454,4,5,4
1351,0,153,1,5,3
1352,0,311,3,1,1
1353,0,555,5,5,5
1354,0,554,5,5,4
1355,0,211,2,1,1
1356,0,222,2,2,2
1357,0,111,1,1,1
1358,0,111,1,1,1
1359,0,511,5,1,1
1360,0,122,1,2,2
1361,0,155,1,5,5
1362,0,122,1,2,2
1363,0,254,2,5,4
1364,0,211,2,1,1
1365,0,111,1,1,1
1366,0,211,2,1,1
1367,0,111,1,1,1
1368,0,521,5,2,1
1369,0,424,4,2,4
1370,0,522,5,2,2
1371,0,353,3,5,3
1372,0,522,5,2,2
1373,0,155,1,5,5
1374,0,522,5,2,2
1375,0,324,3,2,4
1376,0,453,4,5,3
1377,0,133,1,3,3
1378,0,355,3,5,5
1379,0,534,5,3,4
1380,0,153,1,5,3
1381,0,211,2,1,1
1382,0,112,1,1,2
1383,0,523,5,2,3
1384,0,355,3,5,5
1385,0,554,5,5,4
1386,0,355,3,5,5
1387,0,253,2,5,3
1388,0,312,3,1,2
1389,0,454,4,5,4
1390,0,311,3,1,1
1391,0,432,4,3,2
1392,0,454,4,5,4
1393,0,534,5,3,4
1394,0,454,4,5,4
1395,0,411,4,1,1
1396,0,111,1,1,1
1397,0,354,3,5,4
1398,0,111,1,1,1
1399,0,222,2,2,2
1400,0,211,2,1,1
1401,0,322,3,2,2
1402,0,121,1,2,1
1403,0,433,4,3,3
1404,0,323,3,2,3
1405,0,312,3,1,2
1406,0,255,2,5,5
1407,0,233,2,3,3
1408,0,411,4,1,1
1409,0,134,1,3,4
1410,0,533,5,3,3
1411,0,234,2,3,4
1412,0,222,2,2,2
1413,0,155,1,5,5
1414,0,111,1,1,1
1415,0,222,2,2,2
1416,0,355,3,5,5
1417,0,211,2,1,1
1418,0,133,1,3,3
1419,0,511,5,1,1
1420,0,355,3,5,5
1421,0,555,5,5,5
1422,0,433,4,3,3
1423,0,121,1,2,1
1424,0,333,3,3,3
1425,0,321,3,2,1
1426,0,111,1,1,1
1427,0,455,4,5,5
1428,0,211,2,1,1
1429,0,522,5,2,2
1430,0,455,4,5,5
1431,0,122,1,2,2
1432,0,355,3,5,5
1433,0,355,3,5,5
1434,0,312,3,1,2
1435,0,232,2,3,2
1436,0,155,1,5,5
1437,0,311,3,1,1
1438,0,555,5,5,5
1439,0,121,1,2,1
1440,0,221,2,2,1
1441,0,434,4,3,4
1442,0,154,1,5,4
1443,0,152,1,5,2
1444,0,233,2,3,3
1445,0,511,5,1,1
1446,0,355,3,5,5
1447,0,133,1,3,3
1448,0,354,3,5,4
1449,0,522,5,2,2
1450,0,111,1,1,1
1451,0,212,2,1,2
1452,0,313,3,1,3
1453,0,555,5,5,5
1454,0,432,4,3,2
1455,0,224,2,2,4
1456,0,555,5,5,5
1457,0,211,2,1,1
1458,0,354,3,5,4
1459,0,413,4,1,3
1460,0,311,3,1,1
1461,0,323,3,2,3
1462,0,154,1,5,4
1463,0,454,4,5,4
1464,0,211,2,1,1
1465,0,353,3,5,3
1466,0,523,5,2,3
1467,0,355,3,5,5
1468,1,255,2,5,5
1469,0,132,1,3,2
1470,0,153,1,5,3
1471,0,211,2,1,1
1472,0,122,1,2,2
1473,0,455,4,5,5
1474,0,211,2,1,1
1475,0,311,3,1,1
1476,0,311,3,1,1
1477,0,434,4,3,4
1478,0,423,4,2,3
1479,0,534,5,3,4
1480,0,555,5,5,5
1481,0,412,4,1,2
1482,0,534,5,3,4
1483,0,355,3,5,5
1484,0,424,4,2,4
1485,0,121,1,2,1
1486,0,433,4,3,3
1487,0,412,4,1,2
1488,0,532,5,3,2
1489,0,454,4,5,4
1490,0,254,2,5,4
1491,0,113,1,1,3
1492,0,211,2,1,1
1493,1,522,5,2,2
1494,0,433,4,3,3
1495,0,233,2,3,3
1496,0,511,5,1,1
1497,0,111,1,1,1
1498,0,335,3,3,5
1499,0,225,2,2,5
1500,0,212,2,1,2
1501,0,232,2,3,2
1502,0,123,1,2,3
1503,0,211,2,1,1
1504,0,335,3,3,5
1505,0,354,3,5,4
1506,0,125,1,2,5
1507,0,553,5,5,3
1508,0,121,1,2,1
1509,0,455,4,5,5
1510,0,111,1,1,1
1511,0,111,1,1,1
1512,0,552,5,5,2
1513,0,522,5,2,2
1514,0,155,1,5,5
1515,0,422,4,2,2
1516,0,111,1,1,1
1517,0,212,2,1,2
1518,0,234,2,3,4
1519,0,454,4,5,4
1520,0,454,4,5,4
1521,0,355,3,5,5
1522,0,123,1,2,3
1523,0,311,3,1,1
1524,0,533,5,3,3
1525,0,234,2,3,4
1526,0,311,3,1,1
1527,0,533,5,3,3
1528,0,311,3,1,1
1529,0,534,5,3,4
1530,0,555,5,5,5
1531,0,223,2,2,3
1532,0,122,1,2,2
1533,0,533,5,3,3
1534,0,433,4,3,3
1535,0,111,1,1,1
1536,0,134,1,3,4
1537,0,111,1,1,1
1538,0,121,1,2,1
1539,0,511,5,1,1
1540,0,223,2,2,3
1541,0,111,1,1,1
1542,0,121,1,2,1
1543,1,254,2,5,4
1544,0,111,1,1,1
1545,0,111,1,1,1
1546,0,111,1,1,1
1547,0,111,1,1,1
1548,0,454,4,5,4
1549,0,255,2,5,5
1550,1,121,1,2,1
1551,0,255,2,5,5
1552,0,121,1,2,1
1553,0,255,2,5,5
1554,0,211,2,1,1
1555,0,211,2,1,1
1556,0,511,5,1,1
1557,0,422,4,2,2
1558,0,322,3,2,2
1559,0,423,4,2,3
1560,0,234,2,3,4
1561,0,221,2,2,1
1562,0,223,2,2,3
1563,0,111,1,1,1
1564,1,111,1,1,1
1565,0,112,1,1,2
1566,0,111,1,1,1
1567,0,255,2,5,5
1568,0,555,5,5,5
1569,0,254,2,5,4
1570,0,252,2,5,2
1571,0,455,4,5,5
1572,0,122,1,2,2
1573,0,111,1,1,1
1574,0,454,4,5,4
1575,0,311,3,1,1
1576,0,332,3,3,2
1577,0,554,5,5,4
1578,0,134,1,3,4
1579,0,353,3,5,3
1580,0,235,2,3,5
1581,0,153,1,5,3
1582,0,354,3,5,4
1583,0,523,5,2,3
1584,0,524,5,2,4
1585,0,331,3,3,1
1586,1,123,1,2,3
1587,1,455,4,5,5
1588,0,454,4,5,4
1589,0,454,4,5,4
1590,0,332,3,3,2
1591,0,521,5,2,1
1592,0,324,3,2,4
1593,0,432,4,3,2
1594,0,521,5,2,1
1595,0,422,4,2,2
1596,0,534,5,3,4
1597,0,211,2,1,1
1598,0,211,2,1,1
1599,0,111,1,1,1
1600,0,233,2,3,3
1601,0,454,4,5,4
1602,0,133,1,3,3
1603,0,455,4,5,5
1604,0,254,2,5,4
1605,0,255,2,5,5
1606,0,121,1,2,1
1607,0,111,1,1,1
1608,0,122,1,2,2
1609,0,423,4,2,3
1610,0,433,4,3,3
1611,0,455,4,5,5
1612,0,413,4,1,3
1613,0,221,2,2,1
1614,0,555,5,5,5
1615,0,253,2,5,3
1616,0,153,1,5,3
1617,0,424,4,2,4
1618,0,122,1,2,2
1619,0,534,5,3,4
1620,0,424,4,2,4
1621,0,355,3,5,5
1622,0,153,1,5,3
1623,0,555,5,5,5
1624,1,111,1,1,1
1625,0,311,3,1,1
1626,0,311,3,1,1
1627,0,421,4,2,1
1628,0,533,5,3,3
1629,0,223,2,2,3
1630,0,554,5,5,4
1631,0,111,1,1,1
1632,0,422,4,2,2
1633,0,532,5,3,2
1634,0,354,3,5,4
1635,0,554,5,5,4
1636,0,111,1,1,1
1637,0,111,1,1,1
1638,0,111,1,1,1
1639,0,522,5,2,2
1640,0,555,5,5,5
1641,0,154,1,5,4
1642,0,455,4,5,5
1643,0,111,1,1,1
1644,0,252,2,5,2
1645,0,411,4,1,1
1646,0,424,4,2,4
1647,0,111,1,1,1
1648,0,432,4,3,2
1649,0,311,3,1,1
1650,0,532,5,3,2
1651,0,324,3,2,4
1652,0,534,5,3,4
1653,0,222,2,2,2
1654,0,512,5,1,2
1655,0,455,4,5,5
1656,0,334,3,3,4
1657,0,123,1,2,3
1658,0,334,3,3,4
1659,0,311,3,1,1
1660,0,413,4,1,3
1661,0,312,3,1,2
1662,0,112,1,1,2
1663,0,112,1,1,2
1664,0,532,5,3,2
1665,0,213,2,1,3
1666,0,111,1,1,1
1667,0,133,1,3,3
1668,0,323,3,2,3
1669,0,134,1,3,4
1670,0,455,4,5,5
1671,0,131,1,3,1
1672,0,211,2,1,1
1673,0,112,1,1,2
1674,0,511,5,1,1
1675,0,422,4,2,2
1676,0,323,3,2,3
1677,0,355,3,5,5
1678,0,533,5,3,3
1679,0,311,3,1,1
1680,0,553,5,5,3
1681,0,455,4,5,5
1682,0,333,3,3,3
1683,0,334,3,3,4
1684,0,112,1,1,2
1685,0,234,2,3,4
1686,0,154,1,5,4
1687,0,532,5,3,2
1688,0,553,5,5,3
1689,0,433,4,3,3
1690,0,122,1,2,2
1691,0,523,5,2,3
1692,0,111,1,1,1
1693,0,134,1,3,4
1694,0,554,5,5,4
1695,0,411,4,1,1
1696,0,335,3,3,5
1697,0,512,5,1,2
1698,0,435,4,3,5
1699,0,554,5,5,4
1700,0,423,4,2,3
1701,0,211,2,1,1
1702,0,311,3,1,1
1703,0,333,3,3,3
1704,0,322,3,2,2
1705,0,422,4,2,2
1706,0,211,2,1,1
1707,0,111,1,1,1
1708,0,454,4,5,4
1709,0,225,2,2,5
1710,0,122,1,2,2
1711,0,155,1,5,5
1712,1,111,1,1,1
1713,0,111,1,1,1
1714,0,523,5,2,3
1715,0,355,3,5,5
1716,0,412,4,1,2
1717,0,111,1,1,1
1718,0,435,4,3,5
1719,0,111,1,1,1
1720,0,552,5,5,2
1721,0,455,4,5,5
1722,0,454,4,5,4
1723,0,522,5,2,2
1724,0,522,5,2,2
1725,0,334,3,3,4
1726,0,211,2,1,1
1727,0,153,1,5,3
1728,0,522,5,2,2
1729,0,434,4,3,4
1730,0,122,1,2,2
1731,0,511,5,1,1
1732,0,422,4,2,2
1733,0,555,5,5,5
1734,0,335,3,3,5
1735,0,453,4,5,3
1736,0,133,1,3,3
1737,0,522,5,2,2
1738,0,211,2,1,1
1739,0,355,3,5,5
1740,0,155,1,5,5
1741,0,411,4,1,1
1742,0,433,4,3,3
1743,0,455,4,5,5
1744,0,455,4,5,5
1745,0,411,4,1,1
1746,0,112,1,1,2
1747,0,454,4,5,4
1748,0,121,1,2,1
1749,0,324,3,2,4
1750,0,432,4,3,2
1751,0,111,1,1,1
1752,0,454,4,5,4
1753,0,455,4,5,5
1754,0,134,1,3,4
1755,0,322,3,2,2
1756,0,222,2,2,2
1757,0,121,1,2,1
1758,0,311,3,1,1
1759,0,125,1,2,5
1760,0,223,2,2,3
1761,0,323,3,2,3
1762,0,555,5,5,5
1763,0,211,2,1,1
1764,0,411,4,1,1
1765,0,322,3,2,2
1766,0,155,1,5,5
1767,0,334,3,3,4
1768,0,134,1,3,4
1769,0,124,1,2,4
1770,0,534,5,3,4
1771,0,111,1,1,1
1772,0,512,5,1,2
1773,0,554,5,5,4
1774,0,553,5,5,3
1775,0,234,2,3,4
1776,0,511,5,1,1
1777,0,522,5,2,2
1778,0,524,5,2,4
1779,0,554,5,5,4
1780,0,311,3,1,1
1781,0,124,1,2,4
1782,0,121,1,2,1
1783,0,331,3,3,1
1784,0,111,1,1,1
1785,0,522,5,2,2
1786,0,334,3,3,4
1787,0,254,2,5,4
1788,0,554,5,5,4
1789,0,533,5,3,3
1790,0,554,5,5,4
1791,0,234,2,3,4
1792,0,254,2,5,4
1793,0,211,2,1,1
1794,0,522,5,2,2
1795,0,522,5,2,2
1796,0,312,3,1,2
1797,0,222,2,2,2
1798,0,211,2,1,1
1799,0,111,1,1,1
1800,0,111,1,1,1
1801,0,533,5,3,3
1802,0,454,4,5,4
1803,0,211,2,1,1
1804,0,111,1,1,1
1805,0,554,5,5,4
1806,1,455,4,5,5
1807,0,421,4,2,1
1808,0,135,1,3,5
1809,0,353,3,5,3
1810,0,554,5,5,4
1811,0,453,4,5,3
1812,0,455,4,5,5
1813,0,212,2,1,2
1814,0,253,2,5,3
1815,0,222,2,2,2
1816,0,433,4,3,3
1817,0,112,1,1,2
1818,0,211,2,1,1
1819,0,533,5,3,3
1820,0,554,5,5,4
1821,0,453,4,5,3
1822,0,135,1,3,5
1823,0,555,5,5,5
1824,0,555,5,5,5
1825,0,434,4,3,4
1826,0,155,1,5,5
1827,0,234,2,3,4
1828,0,553,5,5,3
1829,0,534,5,3,4
1830,0,111,1,1,1
1831,0,223,2,2,3
1832,0,354,3,5,4
1833,0,111,1,1,1
1834,0,455,4,5,5
1835,0,124,1,2,4
1836,0,255,2,5,5
1837,1,111,1,1,1
1838,0,554,5,5,4
1839,0,212,2,1,2
1840,0,411,4,1,1
1841,0,135,1,3,5
1842,0,433,4,3,3
1843,0,455,4,5,5
1844,0,531,5,3,1
1845,0,132,1,3,2
1846,0,254,2,5,4
1847,0,233,2,3,3
1848,0,321,3,2,1
1849,0,535,5,3,5
1850,0,223,2,2,3
1851,0,254,2,5,4
1852,0,411,4,1,1
1853,0,411,4,1,1
1854,0,312,3,1,2
1855,0,335,3,3,5
1856,0,455,4,5,5
1857,0,333,3,3,3
1858,0,133,1,3,3
1859,0,254,2,5,4
1860,0,434,4,3,4
1861,0,311,3,1,1
1862,0,211,2,1,1
1863,0,454,4,5,4
1864,0,122,1,2,2
1865,0,454,4,5,4
1866,0,453,4,5,3
1867,0,521,5,2,1
1868,0,234,2,3,4
1869,0,111,1,1,1
1870,0,153,1,5,3
1871,1,534,5,3,4
1872,0,524,5,2,4
1873,0,455,4,5,5
1874,0,133,1,3,3
1875,0,512,5,1,2
1876,0,223,2,2,3
1877,0,311,3,1,1
1878,0,432,4,3,2
1879,0,335,3,3,5
1880,0,355,3,5,5
1881,0,554,5,5,4
1882,0,355,3,5,5
1883,0,355,3,5,5
1884,0,433,4,3,3
1885,0,222,2,2,2
1886,0,524,5,2,4
1887,0,355,3,5,5
1888,0,234,2,3,4
1889,0,111,1,1,1
1890,0,353,3,5,3
1891,0,422,4,2,2
1892,0,332,3,3,2
1893,0,213,2,1,3
1894,0,353,3,5,3
1895,0,122,1,2,2
1896,0,155,1,5,5
1897,0,423,4,2,3
1898,0,554,5,5,4
1899,0,312,3,1,2
1900,0,222,2,2,2
1901,0,154,1,5,4
1902,0,111,1,1,1
1903,0,522,5,2,2
1904,0,334,3,3,4
1905,0,224,2,2,4
1906,0,234,2,3,4
1907,0,254,2,5,4
1908,0,111,1,1,1
1909,0,454,4,5,4
1910,0,554,5,5,4
1911,0,224,2,2,4
1912,0,433,4,3,3
1913,0,133,1,3,3
1914,0,254,2,5,4
1915,0,354,3,5,4
1916,0,522,5,2,2
1917,0,454,4,5,4
1918,0,411,4,1,1
1919,0,533,5,3,3
1920,0,131,1,3,1
1921,0,555,5,5,5
1922,0,522,5,2,2
1923,0,554,5,5,4
1924,0,455,4,5,5
1925,0,253,2,5,3
1926,0,522,5,2,2
1927,0,154,1,5,4
1928,0,355,3,5,5
1929,0,434,4,3,4
1930,0,233,2,3,3
1931,0,334,3,3,4
1932,0,524,5,2,4
1933,0,411,4,1,1
1934,0,111,1,1,1
1935,0,111,1,1,1
1936,0,522,5,2,2
1937,0,355,3,5,5
1938,0,155,1,5,5
1939,0,234,2,3,4
1940,0,111,1,1,1
1941,0,252,2,5,2
1942,1,221,2,2,1
1943,0,211,2,1,1
1944,0,321,3,2,1
1945,0,111,1,1,1
1946,0,555,5,5,5
1947,0,454,4,5,4
1948,0,421,4,2,1
1949,0,433,4,3,3
1950,0,554,5,5,4
1951,0,354,3,5,4
1952,0,234,2,3,4
1953,0,122,1,2,2
1954,0,354,3,5,4
1955,0,235,2,3,5
1956,0,331,3,3,1
1957,0,454,4,5,4
1958,0,133,1,3,3
1959,0,511,5,1,1
1960,0,455,4,5,5
1961,0,355,3,5,5
1962,0,424,4,2,4
1963,0,355,3,5,5
1964,0,432,4,3,2
1965,0,454,4,5,4
1966,0,211,2,1,1
1967,0,211,2,1,1
1968,0,155,1,5,5
1969,0,553,5,5,3
1970,0,333,3,3,3
1971,0,112,1,1,2
1972,0,122,1,2,2
1973,0,553,5,5,3
1974,0,234,2,3,4
1975,0,553,5,5,3
1976,0,412,4,1,2
1977,0,455,4,5,5
1978,0,254,2,5,4
1979,0,455,4,5,5
1980,0,123,1,2,3
1981,0,135,1,3,5
1982,0,454,4,5,4
1983,0,422,4,2,2
1984,0,353,3,5,3
1985,0,255,2,5,5
1986,0,211,2,1,1
1987,0,455,4,5,5
1988,0,223,2,2,3
1989,0,412,4,1,2
1990,0,111,1,1,1
1991,0,112,1,1,2
1992,0,211,2,1,1
1993,0,454,4,5,4
1994,0,412,4,1,2
1995,0,455,4,5,5
1996,0,434,4,3,4
1997,0,154,1,5,4
1998,0,111,1,1,1
1999,0,234,2,3,4
2000,0,422,4,2,2
2001,0,353,3,5,3
2002,0,223,2,2,3
2003,0,255,2,5,5
2004,0,455,4,5,5
2005,0,313,3,1,3
2006,0,334,3,3,4
2007,0,412,4,1,2
2008,0,211,2,1,1
2009,0,423,4,2,3
2010,0,555,5,5,5
2011,0,134,1,3,4
2012,0,233,2,3,3
2013,0,553,5,5,3
2014,0,155,1,5,5
2015,0,124,1,2,4
2016,0,235,2,3,5
2017,0,423,4,2,3
2018,0,112,1,1,2
2019,0,522,5,2,2
2020,0,555,5,5,5
2021,0,211,2,1,1
2022,0,213,2,1,3
2023,0,154,1,5,4
2024,0,334,3,3,4
2025,0,113,1,1,3
2026,0,154,1,5,4
2027,0,421,4,2,1
2028,0,212,2,1,2
2029,0,532,5,3,2
2030,0,221,2,2,1
2031,0,321,3,2,1
2032,0,123,1,2,3
2033,0,435,4,3,5
2034,0,355,3,5,5
2035,0,134,1,3,4
2036,0,254,2,5,4
2037,0,154,1,5,4
2038,0,111,1,1,1
2039,0,532,5,3,2
2040,0,121,1,2,1
2041,0,233,2,3,3
2042,0,534,5,3,4
2043,0,254,2,5,4
2044,0,455,4,5,5
2045,0,355,3,5,5
2046,0,155,1,5,5
2047,0,154,1,5,4
2048,0,455,4,5,5
2049,0,355,3,5,5
2050,0,554,5,5,4
2051,0,132,1,3,2
2052,1,533,5,3,3
2053,0,311,3,1,1
2054,0,553,5,5,3
2055,0,122,1,2,2
2056,0,255,2,5,5
2057,0,554,5,5,4
2058,0,155,1,5,5
2059,0,211,2,1,1
2060,0,112,1,1,2
2061,0,424,4,2,4
2062,0,555,5,5,5
2063,0,521,5,2,1
2064,0,355,3,5,5
2065,0,111,1,1,1
2066,0,554,5,5,4
2067,0,353,3,5,3
2068,0,421,4,2,1
2069,0,123,1,2,3
2070,0,232,2,3,2
2071,0,455,4,5,5
2072,0,422,4,2,2
2073,0,534,5,3,4
2074,0,111,1,1,1
2075,0,555,5,5,5
2076,0,454,4,5,4
2077,0,455,4,5,5
2078,0,222,2,2,2
2079,0,354,3,5,4
2080,0,111,1,1,1
2081,0,322,3,2,2
2082,0,453,4,5,3
2083,0,534,5,3,4
2084,0,355,3,5,5
2085,0,234,2,3,4
2086,0,554,5,5,4
2087,0,355,3,5,5
2088,0,455,4,5,5
2089,0,455,4,5,5
2090,0,222,2,2,2
2091,1,111,1,1,1
2092,0,355,3,5,5
2093,0,112,1,1,2
2094,0,325,3,2,5
2095,0,123,1,2,3
2096,0,211,2,1,1
2097,0,552,5,5,2
2098,0,555,5,5,5
2099,0,211,2,1,1
2100,0,434,4,3,4
2101,0,111,1,1,1
2102,0,352,3,5,2
2103,0,555,5,5,5
2104,0,455,4,5,5
2105,0,524,5,2,4
2106,0,335,3,3,5
2107,0,331,3,3,1
2108,0,554,5,5,4
2109,0,255,2,5,5
2110,0,411,4,1,1
2111,0,123,1,2,3
2112,0,311,3,1,1
2113,0,111,1,1,1
2114,0,433,4,3,3
2115,0,155,1,5,5
2116,0,311,3,1,1
2117,0,534,5,3,4
2118,0,311,3,1,1
2119,0,354,3,5,4
2120,0,211,2,1,1
2121,0,311,3,1,1
2122,0,554,5,5,4
2123,0,123,1,2,3
2124,0,524,5,2,4
2125,0,311,3,1,1
2126,0,122,1,2,2
2127,0,111,1,1,1
2128,0,112,1,1,2
2129,0,254,2,5,4
2130,0,434,4,3,4
2131,0,211,2,1,1
2132,0,111,1,1,1
2133,0,332,3,3,2
2134,0,255,2,5,5
2135,0,233,2,3,3
2136,0,533,5,3,3
2137,1,533,5,3,3
2138,0,354,3,5,4
2139,0,253,2,5,3
2140,0,321,3,2,1
2141,0,522,5,2,2
2142,0,425,4,2,5
2143,0,222,2,2,2
2144,0,555,5,5,5
2145,0,555,5,5,5
2146,0,455,4,5,5
2147,0,332,3,3,2
2148,0,353,3,5,3
2149,0,222,2,2,2
2150,0,554,5,5,4
2151,0,155,1,5,5
2152,0,332,3,3,2
2153,0,455,4,5,5
2154,0,355,3,5,5
2155,0,311,3,1,1
2156,0,434,4,3,4
2157,0,555,5,5,5
2158,0,423,4,2,3
2159,0,453,4,5,3
2160,0,532,5,3,2
2161,0,455,4,5,5
2162,0,112,1,1,2
2163,0,321,3,2,1
2164,0,454,4,5,4
2165,0,554,5,5,4
2166,0,111,1,1,1
2167,0,332,3,3,2
2168,0,333,3,3,3
2169,0,234,2,3,4
2170,0,111,1,1,1
2171,0,211,2,1,1
2172,0,254,2,5,4
2173,0,223,2,2,3
2174,0,311,3,1,1
2175,0,153,1,5,3
2176,0,454,4,5,4
2177,0,111,1,1,1
2178,1,155,1,5,5
2179,0,223,2,2,3
2180,0,554,5,5,4
2181,0,311,3,1,1
2182,0,324,3,2,4
2183,0,455,4,5,5
2184,0,421,4,2,1
2185,0,534,5,3,4
2186,0,122,1,2,2
2187,0,355,3,5,5
2188,0,311,3,1,1
2189,0,255,2,5,5
2190,0,521,5,2,1
2191,0,421,4,2,1
2192,0,422,4,2,2
2193,0,455,4,5,5
2194,0,355,3,5,5
2195,0,225,2,2,5
2196,0,111,1,1,1
2197,0,455,4,5,5
2198,0,111,1,1,1
2199,0,522,5,2,2
2200,0,122,1,2,2
2201,0,322,3,2,2
2202,0,555,5,5,5
2203,0,354,3,5,4
2204,0,121,1,2,1
2205,0,523,5,2,3
2206,0,212,2,1,2
2207,0,255,2,5,5
2208,0,133,1,3,3
2209,0,455,4,5,5
2210,0,235,2,3,5
2211,0,511,5,1,1
2212,0,552,5,5,2
2213,0,132,1,3,2
2214,0,455,4,5,5
2215,0,522,5,2,2
2216,0,455,4,5,5
2217,0,255,2,5,5
2218,1,155,1,5,5
2219,0,111,1,1,1
2220,0,454,4,5,4
2221,0,323,3,2,3
2222,0,112,1,1,2
2223,0,554,5,5,4
