,AlbumLink,AlbumName,Artist,Lyrics,SongLink,SongName,Year
723,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"
Girls go wild and pull ya D's out
Let them hoes fight, pull her weave out
If a nigga act up, pull a Desert E's out
When I pull the piece out niggas like ""Peace out!""
Golly, more of that bullshit ice rap
I got to 'pologize to Mos and Kweli (probably)
But is it cool to rap about gold
If I told the world I copped it from Ghana and Mali? (Mali!)
First nigga with a Benz and a backpack
Carti
lens
Always said if I rapped I'd say somethin' significant
But now I'm rappin' 'bout money, hoes, and rims again
And it's still about the Benjamins
Big faced hundreds and whatever other synonyms
more chips than Pentium
""What'cha gon' buy next?"" Whatever new trend it is
I'm tryin' to spend my stacks, and I'm so broke
I look back like ""Damn, was I on crack?""
I mean, twelve platinum chains, was I on that?
What the hell was wrong with me dog?

Girls go wild and pull ya D's out
Let them hoes fight, pull her weave out
If a nigga act up, pull a Desert E's out
When I pull the piece out niggas like ""Peace out!""

I always had a Ph.D: a pretty huge dick
Ladies tired of gettin' ripped off by guys like this
And givin' head is like a whale that's usin' a toothpick
Act now and get some action for a $free.99
Later on I might charge for ménage
Heard her man was the boss of the floss
But she still want to toss me the drawers
And it ain't gon' cost me because she my caddy
Cuz she grabbed my golf balls in the club
And I'm still actin' calm den-a-muhh
she asked
""Can you drive me in the hundreds where my Altima was?""
While we drive she tellin' me 'bout problems with her man
Baby, I fully understand, let me help you with a plan
While he trickin' off, don't get no rich nigga
Give me some head, that'll really piss him off

Girls go wild and pull ya D's out
Let them hoes fight, pull her weave out
If a nigga act up, pull a Desert E's out
When I pull the piece out niggas like ""Peace out!""
I blow past low class niggas with no cash
In the four dot six, bitch you can go ask
So when I go fast popo just laugh
Right until I run out of gas or 'til I go crash
Pullin' up in the Lexuses, one on both hand
So I guess them GSes was ambidextrous
Coulda sworn her breasteses was sendin' me messages
""K I need a free hand mammogram
I got weed, drink, and a Handicam
All of which is legal in Amsterdam""
So say my name like Candyman
And I'mma come and fix you up like the handyman
But if you don't need a fix, girl you gotta leave
You can't take that all at one time ya gotta breathe

Girls go wild and pull ya D's out
Let them hoes fight, pull her weave out
If a nigga act up, pull a Desert E's out
When I pull the piece out niggas like ""Peace out!""
""And you say Chi city?"" scratched repeatedly",https://genius.com/Kanye-west-breathe-in-breathe-out-lyrics,Breathe In Breathe Out (Ft. Ludacris),2004
724,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"
Now beat that!
And your mother's saying ""Go to college""
So you finish college
and it's wonderful
You feel so good
And after all the partying and craziness
And don't forget about that drug habit you picked up at school being around your peers
Hey!
Now you'll get that 25-thousand dollar job a year
And you'll spend all your money on crack cocaine
But, it'll be YOUR money
No more borrowing from mom for my high!
If you continue to work at the Gap, after several interviews, oh my God
You'll come in at a entry-level position
And when you do that
If you kiss enough ass
You'll move up to the next level
Which is being the secretary's secretary
And boy is that great
You can take messages for the secretary
Who NEVER went to college
She's actually the boss's niece!
All you kids wanted to talk in the back of the class
Not me, I listened
Okay?
I was a hall monitor
This was meant to be
You know how many classes I took?
Extra classes, extra classes
No, I've never had sex
But you know what?
My degree keeps me satisfied
When a lady walks up to me and says
""Hey, you know what's sexy?""
No, I don't know what it is
But I bet I can add up all the change in your purse
Very fast",https://genius.com/Kanye-west-school-spirit-skit-1-lyrics,School Spirit (Skit 1),2004
725,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"motherfucker
Alpha, step
Omega, step
Kappa, step
Sigma, step
Gangstas walk
Pimps gon' talk
Ooh, hecky nah, that boy is raw
AKA, step
Delta, step
S.G. Rho, step
Zeta, step
I'mma get on this TV, mama
I'mma, I'mma put shit down
I'mma make sure these light-skinned niggas
Never, ever, never come back in style
Told 'em I finished school and I started my own business
They say ""Oh you graduated?"" No, I decided I was finished
Chasing y'all dreams and what you've got planned
Now I spit it so hot, you got tanned
Back to school and I hate it there, I hate it there
Everything I want, I gotta wait a year, I wait a year
This nigga graduated at the top of our class
I went to Cheesecake, he was a motherfucking waiter there
Alpha, step
Omega, step
Kappa, step
Sigma, step
Gangstas walk
Pimps gon' talk
Ooh, hecky nah, that boy is raw
AKA, step
Delta, step
S.G. Rho, step
Zeta, step
I got a Jones like Norah for your soror
Bring more of them girls I've seen in The Aurora
Tammy, Becky, and Laura, or a Shirley
I'm trying to hit it early, like I'm in a hurry
See, that's how dude became the young Pootie Tang: ""tippy tow""
Roc-a-fella chain, yeah that's my rapper style
Rosary piece, yeah that's my Catholic style
Red and white One's, yeah that's my Kappa style
And I ain't even pledge
Crack my head on the steering wheel and I ain't even dead
If I could go through all that and still be breathing
Bitch bend over, I'm here for a reason
Alpha, step
Omega, step
Kappa, step
Sigma, step
Gangstas walk
Pimps gon' talk
Ooh, hecky nah, that boy is raw
AKA, step
Delta, step
S.G. Rho, step
Zeta, step
I feel a woo coming on, cuz
I feel a woo coming on, cuz
WOO
There it was
I feel some woos coming on, cuz
A couple woos coming on, cuz
WOO, WOO
There they was
I feel a woo coming on, cuz
I feel a woo coming on, cuz
WOO
There it was
I feel some woos coming on, cuz
A couple woos coming on, cuz
WOO, WOO
There they was",https://genius.com/Kanye-west-school-spirit-lyrics,School Spirit,2004
726,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"You keep it going man
You keep those books rolling
You pick up all those books that you're gonna read and not remember
Then you get your bachelor's
Then you get your masters
Then you get your masters' masters
Then you get your doctorate
And then when everyone says quit
You show them those degrees, man
When everyone says ""Hey, you're not working, you're not making any money""
You say ""You look at my degrees, and you look at my life
Yeah, I'm 52!
So what?
Hate all you want, but I'm smart, I'm so smart
And I'm in school
All these guys out here making money all these ways
And I'm spending mine to be smart!
You know why?
Cause when I die buddy
You know what's gonna keep me warm?
That's right, those degrees.""",https://genius.com/Kanye-west-school-spirit-skit-2-lyrics,School Spirit (Skit 2),2004
727,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"Hey Jimmy, where you going?
My Dad died, and he left me his degrees
My mom would always say ""Dad, why don't you work?""
But he just kept learning
All the other kids' parents were working and saving up money for school
And I was actually in school all while my dad was in school!
He was so greedy with degrees, he took my degree
And now I'm just glad he left me these
Because all the regular homeless people have newspaper, and look what I have
These are documented
My father left them for me
And I'm going to leave them to my kids
I'm going to learn too
I'm going to get super smart, so I, too, can die without money
But I'll be the smartest dead guy!
Who has that?",https://genius.com/Kanye-west-lil-jimmy-skit-lyrics,Lil' Jimmy (Skit),2004
728,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"We in the streets, playa, get ya mail
It's only two places you end up, either dead or in jail
Still nowhere to go, still nowhere to go

Now throw ya hands up hustlers, busters, boosters, hoes
Still nowhere to go, still nowhere to go
Two words, United States, no love, no breaks
Low brow,
high stakes,
crack smoke, black folks
Big Macs, fat folks,
ecstasy capsules
Presidential scandals
Two words, Mos Def, K. West, hot shit
BK, NY, Bed Stuy
Too harsh, too hungry, too many, that's why
These streets know game, can't ball, don't play
Black Jack

Now throw ya hands up hustlers, busters, boosters, hoes (Throw your hands up high)
Busters
boosters
Still nowhere to go, still nowhere to go
Chi-town, South Side, worldwide
One neck two chains,
I am limelight,
Blueprint five mics
Go Getters rhyme like, should've been signed twice
Most imitated
Grammy nominated
Barbershop playa-hated
mom-and-pop bootlegged it
Felt like it rained 'til the roof caved in
Two words, Chi-town raised me crazy
So I live by two words: ""fuck you, pay me""
I can't let 'em change me
And I basically know now
We get racially profiled
'Cuffed up and hosed down, pimped up and ho'd down
Plus I got a whole city to hold down
From the bottom so the top's
The only place to go now

Now throw ya hands up hustlers, busters, boosters, hoes (Throw your hands up high)

Two words, free way, two letters, AR
Turn y'all rap niggas to two words, fast runners
Like Jackie Joyner
The heat skeet, blow a reef through ya car, my God
Break necks, break backs, Steven Seagal
freshman of the Roc
Two words, Freeway slightly retarded
Fuck around, throw a clip in ya artist, leave with his broad

Motherfuckers askin' ""who is that?""
You know it's the almighty Black Jack
Black Jack Johnson, it's no contest",https://genius.com/Kanye-west-two-words-lyrics,"Two Words (Ft. The Boys Choir of Harlem, Freeway & Yasiin Bey)",2004
729,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"

Yo, Gee, they can't stop me from rappin', can they?
Can they, Hop?
Through the fire, to the limit, to the wall
I spit it through the wire, man
There's too much stuff on my heart right now, man
I'd gladly risk it all right now
It's a life-or-death situation, man
Y'all, y'all don't really understand how I feel right now, man
It's your boy, Kanye to the…
Chi-Town, what's goin' on?
I drink a Boost for breakfast, an Ensure for dessert
Somebody ordered pancakes, I just sip the sizzurp
That right there could drive a sane man berserk
Mr. H-to-the-Izzo's
How do you console my mom or give her light support
Tellin' her her son's on life support?
And just imagine how my girl feel
On the plane scared as hell that her guy look like Emmett Till
She was with me before the deal, she'd been tryna be mine
She a Delta, so she'd been throwin' that Dynasty sign
No use in me tryna be lyin', I been tryna be signed
Tryin' to be a millionaire, how I used two lifelines
In the same hospital where Biggie Smalls died
The doctor said I had blood clots, but I ain't Jamaican, man
Story on MTV and I ain't tryna make a band
I swear, this right here, history in the makin', man
Through the fire, to the limit, to the wall
Right down to the wire, even through the fire
I really apologize for everything right now
If it's unclear at all, man
They got my mouth wired shut
For like… I dunno, the doctor said like six weeks
I looked in the mirror
And half my jaw was in the back of my mouth, man
I couldn't believe it
But I'm still here for y'all right now, man
What if somebody from the Chi' that was ill got a deal
On the hottest rap label around?
But he wasn't talkin' about coke and birds
It was more like spoken word
Except he's really puttin' it down?
And he explained the story
About how blacks came from glory
And what we need to do in the game
Good dude, bad night, right place, wrong time
In the blink of a eye his whole life changed
If you could feel how my face felt
You would know how Mase felt
Thank God I ain't too cool for the safe belt
I swear to God, driver two wanna sue
I got a lawyer for the case, to keep what's in my safe safe
I looked like Tom Cruise in Vanilla Sky,
it was televised
There's been an accident like GEICO
They thought I was burnt up like Pepsi did Michael
I must got a angel, ‘cause look how death missed his ass
Unbreakable, what, you thought they'd call me Mr. Glass?
Look back on my life like the Ghost of Christmas Past
Toys ""R"" Us where I used to spend that Christmas cash
And I still won't grow up, I'm a grown-ass kid
Swear I should be locked up for stupid shit that I did
But I'm a champion,
so I turned tragedy to triumph
Make music that's fire,
spit my soul through the wire
Through the fire, to the limit, to the wall
Y'know what I'm sayin'?
When the doctor told me I had, um
That I was gonna have to have a plate in my chin, I said
""Dawg, don't you realize I'll never make it on a plane now?""
""It's bad enough I got all this jewelry on!""
You can't be serious, man",https://genius.com/Kanye-west-through-the-wire-lyrics,Through the Wire,2004
730,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"How's your son? (all the things)
He made the team this year? (all, all, all the things things)
Aight, they said he wasn't tall enough
(...all all that glitters is not gold
And all gold is not reality
Real is what you lays on me)
This is family business
And this is for the family that can't be with us
And this is for my cousin locked down, know the answer's in us
This why I spit it in my songs so sweet
Like a photo of your granny's picture
Now that you're gone it hit us
Super hard on Thanksgiving and Christmas, this can't be right
Yeah you heard the track I did man, ""This Can't Be Life""
Somebody please say grace so I can save face
And have a reason to cover my face
I even made you a plate, soul food, know how Granny do it
Monkey bread on the side, know how the family do it
When I brought it why the guard have to look all through it?
As kids we used to laugh
Who knew that life would move this fast?
Who knew I'd have to look at you through a glass?
And look, you tell me you ain't did it then you ain't did it
And if you did, then that's family business
And I don't care 'bout
(all the diamond rings all the diamond rings)
They don't mean a thing (all, all, all the things)
All these fancy things
I tell you that all is my weight and gold
(all that glitters is not gold, now gold is not reality)
Now all I know I know all these things
(real is what you lease on me)
This is family business
And this is for everybody standing with us
Come on, let's take a family Grammy picture
Abi, remember when they ain't believe in me?
Now she like ""See, that's my cousin on TV!""
Now, we gettin' it and we gon' make it
And they gon' hate it
and I'm his favorite
I can't deny it, I'm a straight rider
But when we get together be electric slidin'
Grandma, get 'em shook up
Aw naw, don't open the photo book up
I got an Aunt Ruth that can't remember your name
But I bet them Polaroids'll send her down memory lane
You know that one auntie, you don't mean to be rude
But every holiday nobody eating her food
And you don't wanna stay there cause them your worst cousins
Got roaches at their crib like them your first cousins
Act like you ain't took a bath with your cousins
Fit 3 in the bed if it's 6 of y'all
I'm talkin' 'bout three by the head and three by the leg
But you ain't have to tell my girl I used to pee in the bed
Rain, rain, rain go away
Let the sun come out and all the children say
Rain, rain, rain go away
Let the sun come out and all the children say
I woke up early this morning with a new state of mind
A creative way to rhyme without using knives and guns
Keep your nose out the sky, keep your heart to God
And keep your face to the risin' sun
All my niggas from the Chi, that's my family, dog
And my niggas ain't my guys, they my family, dog
I feel like one day you'll understand me, dog
You can still love your man and be manly, dog
You ain't got to get heated at every house warmin'
Sittin' here, grillin' people like George Foreman
Why Uncle Ray and Aunt Shiela always performin'?
The second she storm out then he storm in
Y'all gon' sit down, have a good time this reunion
And drink some wine like Communion
And act like everything fine and if it isn't
We ain't letting everybody in our family business
CLK Mercedes Benz
All these things, all these things ...
All these things, all these things ...
All these things, all these things ...
A whole lotta money
All these things, all these things
All these things, all these things
All these things, all these things
Mommy and Daddy, will you please stop fighting?
Let's get Stevie outta jail",https://genius.com/Kanye-west-family-business-lyrics,Family Business,2004
731,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"

I'd like to propose a toast
I said toast motherfucker!
(Here's to the Roc)
This is the last call for alcohol, for the
(Mr. Rockefeller)
So get your ass up off the wall
The all around the world Digital Underground Pac
The Rudolph the red-nosed reindeer of the Roc
I take my chain, my 15 seconds of fame
And come back next year with the whole fucking game
Ain't nobody expect Kanye to end up on top
They expected that College Dropout to drop and then flop
Then maybe he stop savin' all the good beats for himself
Roc-A-Fella's only niggas that helped
My money was thinner than Sean Paul's goatee hair
Now Jean Paul Gaultier cologne fill the air, here
big-headed
Would you please stop talking about how my dick head is
Flow infectious, give me 10 seconds
I'll have a buzz bigger than insects in Texas
It's funny how wasn't nobody interested
'Til the night I almost killed myself in Lexus

Now was Kanye the most overlooked? Yes sir
Now is Kanye the most overbooked? Yes sir
Though the fans want the feeling of A Tribe Called Quest
But all they got left is this guy called West
That'll take Freeway, throw him on tracks with Mos Def
Call him
Kwa-li or Kwe-li,
I put him on songs with Jay-Z
I'm the Gap like Banana Republic and Old Navy, and oooh
It come out sweeter than old Sadie
Nice as Bun-B when I met him at the Source awards
Girl he had with him - ass coulda won the horse awards
And I was almost famous,
now everybody love Kanye
I'm almost Raymond
Some say he arrogant. Can y'all blame him?
It was straight embarrassing how y'all played him
Last year shoppin my demo, I was tryin' to shine
Every motherfucker told me that I couldn't rhyme
Now I could let these dream killers kill my self-esteem
Or use my arrogance as the steam to power my dreams
I use it as my gas, so they say that I'm gassed
But without it I'd be last, so I ought to laugh
So I don't listen to the suits behind the desk no more
You niggas wear suits cause you can't dress no more
You can't say shit to Kanye West no more
I rocked 20,000 people, I was just on tour, nigga
I'm Kan, the Louis Vuitton Don
Bought my mom a purse, now she Louis Vuitton Mom
I ain't play the hand I was dealt, I changed my cards
I prayed to the skies and I changed my stars
I went to the malls and I balled too hard
""Oh my god, is that a black card?""
I turned around and replied, ""Why yes
But I prefer the term African American Express""
Brains, power, and muscle, like Dame, Puffy, and Russell
Your boy back on his hustle, you know what I've been up to
Killin y'all niggas on that lyrical shit
Mayonnaise-colored Benz, I push Miracle Whips
""... last call for alcohol, for my niggas""

And I was in the session with him. I had my demo with me. You know, like I always do. I play the songs, he's like ""Who that spittin?"" I'm like ""It's me."" He's like ""Oh, well okay.""
Uhh, he started talkin to me on the phone, going back and forth
Just askin me to send him beats, and I'm thinking he's trying to get into managing producers, cause he had this other kid named Just Blaze he was messin with
So won't you raise your glass won't you
And um, he was friends with my mentor, No ID. And No ID told him, ""Look man, you wanna mess with Kanye you need to tell him that you like the way he rap""

I was all, I dunno if he was gassin' me or not but he's like he wanna manage me as a rapper AND a producer
I was messin with, uh, D-Dot also
People were like this, started talking about the ghost production but that's how I got in the game. If it wasn't for that, I wouldn't be here
I was stayin in Chicago, I had my own apartment, I be doin like, just beats for local acts just to try to keep the lights on, and then to go out and buy, get a Pelle Pelle off lay-away
I made this one beat where I sped up this Harold Melvin sample
I played it for Hip over the phone, he's like, ""Oh, yo that shit is crazy Jay might want it for this compilation album he doin, called The Dynasty.
I was listening to Dre Chronic 2001 at that time.
And really I just, like bit the drums off ""Xxplosive"" and put it like with it sped up, sampled, and now it's kind of like my whole style, when it started, when he rapped on ""This Can't be Life.""
And that day I came and I tracked the beat and I got to meet Jay-Z and he said, ""Oh you a real soulful dude.""

And he, uh, played the song cause he already spit his verse by the time I got to the studio. You know how he do it, one take
And he said



""Tell me what you think of this."" And I heard it, and I was thinking like, man, I really wanted more like of the simple type Jay-Z. I ain't want like the, the more introspective, complicated rhy- or the... in my personal opinion.
So he asked me, ""What you think of it?""



And I was like, ""Man that shit tight,"" you know what I'm sayin', man what I'ma tell him? I was on the train, man, you know.
So after that I went back home. And man I'm, I'm just in Chicago, I'm trying to do my thing. You know, I got groups. I got acts I'm trying to get on, and like there wasn't nothin really like poppin' off the way it should have been.
One of my homies that was one of my artists, he got signed. But it was supposed to really go through my production company, but he ended up going straight with the company. So, like I'm just straight holdin' the phone, gettin' the bad news that dude was tryin' to leave my company. And I got evicted at the same time. So I went down and tracked the beats from him, I took that money, came back, packed all my shit up in a U-Haul, maybe about ten days before I had to actually get out so I ain't have to deal with the landlord cause he's a jerk. Me and my mother drove to...



...Newark, New Jersey. I hadn't even seen my apartment. I remember I pulled up...



...I unpacked all my shit.
You know, we went to Ikea, I bought a bed, I put the bed together myself.
I loaded up all my equipment, and the first beat I made was, uh, ""Heart of the City.""
And Beans was still working on his album at that time
so I came up there to Baseline,
""Nothing Like It""
And Hiphop said, ""Yo play that one beat for him."" And I played ""Heart of the City."" And
really I made ""Heart of the City,"" I really wanted to give that beat
To DMX
And I played another beat, and I played another beat. And I remember that Gucci bucket, he took it and like put it over his face and made one of them faces like 'OOOOOOOOOOH.'
Two days later I'm in Baseline and I seen Dame. Dame didn't know who I was and I was like, ""Yo what's up I'm Kanye.""



""You that kid that gave all them beats to Jay?
Yo, this nigga got classics""


You know I ain't talkin shit. I'm like ""oh shit."" And all this time I'm starstruck, man.
I'm still thinking 'bout, you know I'm picturing these niggas on the show, The Streets is Watching, I'm lookin, these were superstars in my eyes. And they still are, you know.
And I spit this rap that said, uh ""I'm killin y'all niggas on that lyrical shit. Mayonnaise colored Benz, I push miracle whips."" And I saw his eyes light up when I said that line. But you know the rest, the rap was like real wack and shit, so that's all the response. He said ""man that was tight.""
So, Blueprint, ""H to the Izzo,"" my first hit single.
My relationship with Kweli I think was one of the best ones to ever happen to my career as a rapper. Because, you know, of course later he allowed me to go on tour with him. Man, I appre-- I love him for that.
And at this time, you know I didn't have a deal, I had songs, and I had relationships with all these A&R's
So I'll play them these post-Blueprint beats or whatever and then I'll play my shit. I'll be like, ""yo but I rap too."" Hey, I guess they was lookin' at me crazy cause you know, cause I ain't have a jersey on or whatever.
Everybody out there listen here: I played them 'Jesus Walks' and they didn't sign me.
You know what happened, it was some A&R's that fucked with me though, but then like the heads, it'd be somebody at the company that'll say ""naw."" Like, Dave Lighty fucked with me,
Jessica Rivera, man...


The nigga that was behind me, I mean, he wasn't even a nigga, you know?
The person who actually kicked everything off was Joe 3H from Capitol Records. He wanted to sign me really bad
So I played... actually it's a song that you'll never hear, but maybe I might use it. So, it's called 'Wow.'
I go to Jacob with 25 thou, you go with 25 hundred, wow
I got eleven plaques on my walls right now
You got your first gold single, damn, nigga, wow.""
Like the chorus went. Don't bite that chorus, I might still use it. So I play that song for him
and he's like ""oh shit""



""I ain't gonna front, it's kinda hot.""



Like they still weren't looking at me like a rapper. And I'm sure Dame figured, 'like man. If he do a whole album, if his raps is wack at least we can throw Cam on every song and save the album, you know
So uh Dame took me into the office, and he's like ""yo man, B, B, you don't want a brick, you don't want a brick""



""You gotta be under an umbrella, you'll get rained on.""
Then, you know, I'm not gonna name no names, but people told me, ""oh he's just a producer rapper,""
they had Mel call me, they said, ""yo... Capitol pulled on the deal""


I went up... I called G, I said, ""man, you think we could still get that deal with Roc-A-Fella?""
So won't you raise your glass, won't you...",https://genius.com/Kanye-west-last-call-lyrics,Last Call,2004
732,https://genius.com/albums/Kanye-West/the-college-dropout,The College Dropout,Kanye West,"You rappers think I give a fuck about the way that they spit
Wanna be on my album but don't want me on they shit
Everybody thought I was makin' a compilation
I was really makin' myself they competition
Fresh off the plane from the All-Star game
Last 9/11 I was poor on the ave, 'til I pluraled my math
Now it's Porsche 911 and I'm floorin' the gas
Gotta lotta problems, money's one that I not have no more
Uh, well Dame look at how everybody changed
Tell Jay that I'm 'bout to change the game
Tell B.I.G. that we about to get paid
All my niggas about to have it made
I told dude, ""You can't even rap on my interlude""
Now does that make me as rude as Jude?
Yamamoto Adidas is sick with the fashion
The way ya rhyme give me Tribe Called Quest flashbacks
And let's not even bring up the tracks, man
Nope, nope, let's not do that man
You eatin' up the game like Pac-Man
And got the whole world shakin' just like crack fiends
Roc-a-Fella is fo' life
Throw your diamonds up, throw your diamonds up
I used to work at the mall with nothin' at all
Seein' niggas that ball, that shit was depressin'
Keep my clothes in the cleaners, I ain't with the pressin'
two hoes like John Ritter
Throw your diamonds up, throw your diamonds up
Throw your diamonds",https://genius.com/Kanye-west-heavy-hitters-lyrics,Heavy Hitters (Ft. GLC),2004
733,https://genius.com/albums/Kanye-West/late-registration,Late Registration,Kanye West,"
Oh, ho-ho-ho!
I knew I was gon' see, I knew I was gon' see you again! Knew I was gon' see you again!
Where your goddamn book bag at?
Always carryin' that lil' book bag, nobody wants to see that!
Goddamn 4th grader, sit your ass down!
He wanna play it again like he got somethin' else to do
You ain't got somethin' else to do!
You ain't doin' nothin' wit' your life, notin' wit' your life!
You think this is?
You better look at me when I'm talkin' to you!
You think this shit easy, don't you?
You think this is promised!
Well ain't nothin' promised to you!
Look at my face, do I got a promised face?
Does it look like I promised you anything?
Kanye, nigga-is you snorin' in my class?
Wake up Mr. West!",https://genius.com/Kanye-west-wake-up-mr-west-lyrics,Wake Up Mr. West,2005
734,https://genius.com/albums/Kanye-West/late-registration,Late Registration,Kanye West,"
Wake up Mr. West - Mr. West - Mr. West...
And I heard 'em say, nothing's ever promised tomorrow today
From the Chi, like Tim it's a harder way
So this is in the name of love like Robert say
Before you ask me to go get a job today
Can I at least get a raise of the minimum wage?
And I know that the government administer AIDS
So I guess we just pray like the minister say
Allāhu Akbar and
throw him some hot cars
Things we see on the screen that's not ours
But these niggas from the hood so these dreams not far
Where I'm from the dope boys is the rock stars
But they can't cop cars without seeing cop cars
I guess they want us all behind bars - I know it

Uh, and I heard 'em say, nothing's ever promised tomorrow today
And I heard 'em say
Nothing's ever promised tomorrow today
But we'll a find a way
And nothing last forever but be honest babe
It hurts but it may be the only way
They say people in your life are seasons
And anything that happen is for a reason
And niggas gun clapping and keep to squeezing
and keep believing
In Jesus, and one day that you see him
'Til then walk in his footsteps and try to be him
The devil is alive I feel him breathin
Claiming money is the key, so keep on dreamin
And put them lottery tickets just to tease us
My Aunt Pam can't put them cigarettes down
So now my little cousin smokin them cigarettes now
His job try to claim that he too niggerish now
Is it cause his skin blacker than licorice now
I can't figure it out, I'm sick of it now

Uh, and I heard 'em say, nothing's ever promised tomorrow today
And I heard 'em say
Nothing's ever promised tomorrow today
But we'll a find a way
And nothing last forever but be honest babe
It hurts but it may be the only way

With every worthless word we get more far away
And nothing's ever promised tomorrow today
It hurts but it may be the only way
",https://genius.com/Kanye-west-heard-em-say-lyrics,Heard 'Em Say (Ft. Adam Levine),2005
735,https://genius.com/albums/Kanye-West/late-registration,Late Registration,Kanye West,"
I gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
Gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
Back when they thought pink Polos would hurt the Roc
Before Cam got the shit to pop
The doors was closed
I felt like Bad Boy's street team: I couldn't work the locks
Now let's go, take 'em back to the plan
Me and my momma hopped in that U-Haul van
Plus I ain't have no phone in my apart-a-ment
Let's take 'em back to the club
Least about an hour I stand on line
I just wanted to dance,
I went to Jacob an hour
After I got my advance, I just wanted to shine
Jay favorite line: ""Dawg, in due time!""
Now he look at me, like, ""Damn, dawg! You where I am!""
A hip-hop legend
I think I died in that accident, ‘cause this must be Heaven
I gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
Gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
A-la-la-la-lah-la-lahhhhh
(Top of the world, baby, on top of the world!)

Back when Gucci was the shit to rock
Back when Slick Rick got the shit to pop
Before anybody wanted K. West beats
Me and my girl split the bucket at KFC
Dog, I was havin' nervous breakdowns
Like ""Man, these niggas that much better than me?""
Baby, I'm goin' on an aeroplane
And I don't know if I'll be back again
Couldn't keep it at home, thought I needed a Nia Long
I'm tryin' to right my wrongs
But it's funny them same wrongs helped me write this song
I gotta testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky
You gon' touch the sky, baby girl, testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky

Yes, yes, yes, guess who's on third?
Lupe steal like Lupin the 3rd
Here like ear 'til I'm beer on the curb
Peachfuzz buzz but beard on the verge
Let's slow it down like we're on the syrup
Bottle-shaped body like Mrs. Butterworth
I'm back on the block like I'm layin' on the street
I'm tryna stop lyin' like I'm Mumm-Ra
But I'm not lyin' when I'm layin' on the beat,
en garde
Or touché,
Lupe cool as the unthawed
But I still feel possessed as a gun charge
Come as correct as a porn star
In a fresh pair steps in my best foreign car
So, I represent the first
Now let me end my verse right where the horns are, like uh
I gotta testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky
You gon' touch the sky, baby girl, testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky
We back at home, baby!
Sky high, I’m, I’m sky high!
I’m, I’m sky high!
I’m, I’m sky high!
I’m, I’m sky high!
I’m, I’m sky high!
Sky, sky high! I’m, I’m sky high!
Yeah, keep it rollin'!
Yeah, uh, feels good to be home, baby!
Feels good to be home!",https://genius.com/Kanye-west-touch-the-sky-lyrics,Touch the Sky (Ft. Lupe Fiasco),2005
